55.0	35.0	10.0
0.0	0.0	0.0
15.0	10.0	25.0
85.0	40.0	5.0
30.0	30.0	15.0
20.0	60.0	12.0
70.0	50.0	20.0
5.0	3.0	2.0
45.0	75.0	8.0
90.0	0.0	0.0
0.0	0.0	30.0
33.0	22.0	11.0
100.0	45.0	10.0
40.0	40.0	5.0
12.0	9.0	15.0
80.0	70.0	40.0
0.0	0.0	5.0
18.0	65.0	7.0
75.0	25.0	10.0
2.0	1.0	3.0
25.0	20.0	10.0
35.0	88.0	15.0
44.0	22.0	11.0
50.0	50.0	0.0
0.0	5.0	10.0
35.0	42.0	12.0
50.0	45.0	15.0
0.0	0.0	0.0
10.0	15.0	25.0
75.0	80.0	30.0
20.0	20.0	5.0
40.0	0.0	0.0
0.0	55.0	0.0
5.0	8.0	10.0
60.0	65.0	20.0
15.0	12.0	8.0
90.0	95.0	40.0
0.0	0.0	20.0
25.0	35.0	15.0
44.0	44.0	10.0
100.0	80.0	50.0
12.0	18.0	6.0
30.0	30.0	30.0
5.0	5.0	5.0
70.0	20.0	10.0
0.0	10.0	0.0
38.0	42.0	0.0
18.0	22.0	12.0
55.0	55.0	55.0
2.0	4.0	1.0
60.0	55.0	10.0
5.0	5.0	2.0
10.0	10.0	25.0
85.0	90.0	15.0
0.0	0.0	0.0
20.0	25.0	5.0
45.0	15.0	5.0
12.0	50.0	8.0
75.0	70.0	30.0
10.0	8.0	5.0
0.0	0.0	15.0
40.0	40.0	10.0
100.0	95.0	20.0
2.0	1.0	0.0
30.0	20.0	15.0
15.0	18.0	12.0
35.0	42.0	0.0
5.0	5.0	40.0
65.0	68.0	10.0
8.0	8.0	8.0
55.0	55.0	20.0
10.0	12.0	22.0
82.0	78.0	12.0
24.0	36.0	14.0
0.0	5.0	0.0
45.0	35.0	10.0
0.0	0.0	0.0
15.0	12.0	5.0
60.0	55.0	20.0
10.0	10.0	15.0
80.0	70.0	5.0
5.0	5.0	2.0
25.0	30.0	0.0
0.0	0.0	10.0
50.0	40.0	10.0
12.0	18.0	4.0
95.0	85.0	30.0
20.0	20.0	20.0
35.0	25.0	15.0
0.0	5.0	0.0
75.0	65.0	40.0
8.0	12.0	6.0
55.0	60.0	10.0
100.0	90.0	50.0
2.0	2.0	2.0
40.0	45.0	5.0
15.0	10.0	8.0
30.0	30.0	10.0
0.0	0.0	0.0
65.0	50.0	25.0
35.0	30.0	10.0
50.0	45.0	5.0
15.0	10.0	20.0
0.0	0.0	0.0
80.0	75.0	15.0
20.0	25.0	5.0
10.0	15.0	10.0
60.0	40.0	0.0
5.0	5.0	15.0
100.0	90.0	20.0
25.0	20.0	12.0
0.0	5.0	0.0
40.0	40.0	40.0
12.0	8.0	3.0
70.0	65.0	25.0
18.0	22.0	7.0
45.0	55.0	10.0
30.0	25.0	15.0
5.0	0.0	2.0
90.0	85.0	30.0
15.0	15.0	15.0
2.0	2.0	10.0
55.0	45.0	8.0
33.0	27.0	11.0
0.0	0.0	5.0
25.0	20.0	5.0
10.0	15.0	2.0
0.0	0.0	0.0
40.0	35.0	10.0
5.0	8.0	15.0
50.0	45.0	20.0
12.0	10.0	5.0
30.0	60.0	10.0
5.0	5.0	5.0
80.0	70.0	30.0
15.0	12.0	8.0
0.0	10.0	0.0
20.0	25.0	10.0
45.0	30.0	5.0
2.0	3.0	1.0
10.0	10.0	20.0
55.0	65.0	15.0
18.0	14.0	6.0
0.0	0.0	5.0
35.0	40.0	12.0
7.0	9.0	3.0
22.0	18.0	11.0
90.0	85.0	40.0
13.0	17.0	4.0
3.0	2.0	1.0
35.0	30.0	5.0
0.0	0.0	10.0
60.0	55.0	20.0
15.0	45.0	5.0
5.0	5.0	2.0
0.0	0.0	0.0
50.0	20.0	10.0
25.0	25.0	15.0
10.0	10.0	30.0
40.0	15.0	5.0
12.0	18.0	8.0
80.0	75.0	25.0
2.0	2.0	1.0
0.0	0.0	5.0
20.0	40.0	10.0
90.0	85.0	40.0
20.0	25.0	20.0
70.0	30.0	15.0
5.0	10.0	15.0
5.0	5.0	25.0
30.0	30.0	30.0
100.0	90.0	50.0
15.0	10.0	5.0
0.0	0.0	0.0
11.0	14.0	6.0
35.0	40.0	10.0
15.0	12.0	5.0
60.0	55.0	2.0
0.0	0.0	15.0
25.0	25.0	25.0
8.0	50.0	0.0
90.0	45.0	12.0
5.0	5.0	5.0
0.0	0.0	0.0
42.0	38.0	20.0
10.0	15.0	30.0
70.0	85.0	5.0
22.0	18.0	14.0
0.0	10.0	0.0
55.0	20.0	40.0
80.0	75.0	50.0
12.0	8.0	2.0
30.0	60.0	10.0
5.0	0.0	15.0
45.0	45.0	5.0
18.0	22.0	8.0
0.0	0.0	50.0
65.0	30.0	0.0
7.0	9.0	3.0
33.0	27.0	11.0
45.0	30.0	10.0
0.0	0.0	0.0
15.0	20.0	5.0
60.0	45.0	12.0
10.0	10.0	10.0
5.0	25.0	0.0
80.0	60.0	20.0
20.0	15.0	25.0
35.0	35.0	5.0
12.0	8.0	4.0
50.0	70.0	15.0
0.0	5.0	0.0
95.0	80.0	30.0
25.0	25.0	25.0
8.0	12.0	18.0
40.0	20.0	10.0
55.0	65.0	5.0
3.0	2.0	1.0
70.0	50.0	40.0
15.0	15.0	0.0
22.0	18.0	11.0
48.0	36.0	9.0
10.0	50.0	5.0
65.0	40.0	20.0
0.0	0.0	15.0
25.0	15.0	5.0
0.0	0.0	0.0
40.0	55.0	10.0
12.0	10.0	15.0
60.0	45.0	5.0
5.0	5.0	20.0
80.0	70.0	25.0
2.0	3.0	1.0
30.0	30.0	30.0
0.0	20.0	5.0
50.0	10.0	0.0
15.0	15.0	15.0
95.0	85.0	40.0
10.0	5.0	2.0
0.0	0.0	10.0
35.0	25.0	15.0
22.0	44.0	11.0
65.0	20.0	5.0
8.0	12.0	4.0
45.0	50.0	20.0
0.0	0.0	0.0
100.0	90.0	50.0
15.0	35.0	10.0
5.0	0.0	8.0
28.0	32.0	14.0
45.0	35.0	10.0
60.0	55.0	5.0
15.0	20.0	25.0
0.0	0.0	0.0
80.0	40.0	15.0
10.0	10.0	10.0
5.0	25.0	0.0
95.0	70.0	30.0
20.0	15.0	15.0
0.0	5.0	10.0
33.0	42.0	12.0
50.0	50.0	20.0
75.0	25.0	5.0
12.0	8.0	2.0
0.0	0.0	5.0
40.0	60.0	10.0
22.0	18.0	14.0
100.0	90.0	50.0
5.0	0.0	2.0
30.0	35.0	30.0
65.0	45.0	0.0
15.0	15.0	15.0
0.0	0.0	0.0
8.0	12.0	4.0
55.0	65.0	25.0
45.0	35.0	15.0
10.0	15.0	40.0
85.0	70.0	20.0
0.0	0.0	5.0
60.0	90.0	10.0
25.0	25.0	25.0
55.0	40.0	30.0
12.0	8.0	50.0
100.0	95.0	45.0
5.0	10.0	0.0
38.0	42.0	22.0
75.0	50.0	15.0
20.0	65.0	10.0
0.0	0.0	0.0
92.0	33.0	18.0
15.0	20.0	35.0
66.0	68.0	12.0
40.0	40.0	40.0
30.0	15.0	60.0
7.0	5.0	2.0
80.0	82.0	55.0
22.0	48.0	14.0
50.0	25.0	5.0
18.0	12.0	28.0
95.0	99.0	20.0
35.0	40.0	10.0
15.0	12.0	5.0
0.0	0.0	0.0
60.0	55.0	20.0
25.0	30.0	0.0
10.0	10.0	10.0
50.0	70.0	15.0
80.0	85.0	30.0
5.0	5.0	25.0
45.0	40.0	5.0
0.0	15.0	0.0
20.0	20.0	5.0
100.0	90.0	40.0
12.0	18.0	2.0
33.0	33.0	33.0
75.0	65.0	0.0
8.0	7.0	6.0
55.0	60.0	12.0
0.0	0.0	50.0
40.0	45.0	15.0
22.0	28.0	4.0
95.0	95.0	50.0
15.0	0.0	0.0
60.0	40.0	10.0
5.0	10.0	2.0
45.0	30.0	10.0
60.0	40.0	5.0
15.0	10.0	2.0
0.0	0.0	0.0
85.0	65.0	20.0
25.0	35.0	15.0
50.0	45.0	25.0
10.0	8.0	12.0
75.0	55.0	5.0
5.0	5.0	5.0
100.0	80.0	30.0
12.0	20.0	0.0
40.0	25.0	10.0
30.0	30.0	30.0
18.0	22.0	8.0
55.0	50.0	15.0
35.0	15.0	5.0
8.0	4.0	1.0
70.0	75.0	20.0
0.0	0.0	10.0
90.0	45.0	0.0
33.0	22.0	11.0
20.0	15.0	0.0
48.0	36.0	14.0
2.0	1.0	0.0
35.0	40.0	10.0
15.0	12.0	5.0
60.0	55.0	20.0
0.0	0.0	0.0
25.0	30.0	15.0
10.0	50.0	5.0
45.0	10.0	8.0
5.0	5.0	2.0
80.0	75.0	30.0
20.0	20.0	20.0
0.0	0.0	10.0
50.0	45.0	25.0
15.0	25.0	10.0
15.0	5.0	20.0
100.0	90.0	40.0
5.0	10.0	25.0
2.0	2.0	1.0
40.0	40.0	0.0
70.0	85.0	15.0
10.0	30.0	20.0
5.0	10.0	15.0
65.0	60.0	35.0
25.0	5.0	15.0
33.0	38.0	12.0
1.0	0.0	0.0
35.0	30.0	10.0
15.0	20.0	5.0
0.0	0.0	0.0
50.0	45.0	15.0
10.0	50.0	5.0
5.0	5.0	20.0
80.0	75.0	30.0
25.0	25.0	25.0
0.0	10.0	0.0
60.0	40.0	10.0
12.0	18.0	8.0
100.0	90.0	40.0
5.0	0.0	15.0
40.0	60.0	20.0
22.0	19.0	11.0
0.0	0.0	5.0
33.0	33.0	10.0
70.0	20.0	5.0
15.0	15.0	15.0
45.0	55.0	25.0
8.0	12.0	3.0
95.0	85.0	50.0
2.0	2.0	2.0
55.0	65.0	10.0
18.0	24.0	12.0
45.0	35.0	12.0
10.0	15.0	30.0
65.0	70.0	5.0
5.0	5.0	2.0
0.0	0.0	0.0
25.0	55.0	10.0
80.0	40.0	15.0
15.0	15.0	15.0
33.0	12.0	8.0
95.0	88.0	40.0
2.0	2.0	18.0
12.0	12.0	50.0
50.0	10.0	25.0
0.0	40.0	0.0
22.0	28.0	35.0
60.0	60.0	10.0
7.0	8.0	9.0
44.0	20.0	44.0
3.0	30.0	3.0
22.0	11.0	33.0
55.0	0.0	5.0
10.0	85.0	15.0
30.0	30.0	0.0
18.0	42.0	21.0
75.0	65.0	12.0
20.0	25.0	5.0
45.0	40.0	10.0
0.0	0.0	0.0
5.0	10.0	15.0
60.0	55.0	15.0
15.0	15.0	20.0
20.0	35.0	30.0
15.0	10.0	5.0
80.0	75.0	30.0
0.0	12.0	0.0
25.0	25.0	25.0
30.0	20.0	40.0
7.0	3.0	2.0
50.0	65.0	20.0
18.0	12.0	15.0
0.0	0.0	10.0
33.0	27.0	12.0
95.0	90.0	45.0
18.0	22.0	6.0
1.0	1.0	1.0
