0.0	20.0	30.0
15.0	20.0	10.0
0.0	10.0	20.0
0.0	20.0	30.0
0.0	10.0	20.0
0.0	0.0	15.0
0.0	0.0	10.0
5.0	10.0	20.0
0.0	0.0	10.0
0.0	0.0	20.0
0.0	10.0	30.0
0.0	10.0	20.0
0.0	0.0	25.0
0.0	10.0	20.0
0.0	0.0	10.0
0.0	15.0	20.0
10.0	5.0	20.0
5.0	3.0	10.0
0.0	0.0	15.0
20.0	15.0	0.0
0.0	15.0	30.0
0.0	0.0	20.0
0.0	0.0	20.0
10.0	5.0	20.0
5.0	10.0	20.0
0.0	20.0	15.0
0.0	20.0	0.0
0.0	5.0	10.0
0.0	20.0	30.0
0.0	0.0	10.0
10.0	5.0	15.0
0.0	0.0	30.0
0.0	20.0	30.0
10.0	5.0	20.0
5.0	0.0	20.0
10.0	20.0	30.0
0.0	20.0	30.0
0.0	0.0	7.0
0.0	15.0	20.0
15.0	10.0	20.0
0.0	30.0	10.0
0.0	0.0	30.0
0.0	20.0	10.0
0.0	0.0	20.0
0.0	10.0	25.0
0.0	0.0	20.0
10.0	5.0	20.0
15.0	10.0	25.0
0.0	10.0	20.0
0.0	0.0	20.0
0.0	0.0	15.0
0.0	0.0	10.0
10.0	5.0	20.0
10.0	5.0	15.0
0.0	0.0	30.0
0.0	0.0	10.0
30.0	10.0	5.0
10.0	5.0	15.0
0.0	0.0	30.0
10.0	5.0	15.0
0.0	0.0	20.0
0.0	20.0	10.0
0.0	0.0	25.0
0.0	20.0	40.0
10.0	5.0	15.0
0.0	10.0	30.0
10.0	20.0	30.0
0.0	20.0	40.0
0.0	15.0	30.0
15.0	10.0	20.0
10.0	5.0	0.0
30.0	20.0	0.0
5.0	20.0	30.0
0.0	5.0	15.0
0.0	10.0	20.0
0.0	0.0	20.0
0.0	30.0	50.0
10.0	15.0	25.0
10.0	20.0	30.0
30.0	20.0	40.0
10.0	5.0	20.0
0.0	15.0	30.0
0.0	0.0	20.0
2.0	4.0	8.0
0.0	0.0	10.0
10.0	15.0	20.0
0.0	10.0	20.0
10.0	15.0	20.0
0.0	20.0	30.0
10.0	5.0	15.0
0.0	20.0	30.0
0.0	0.0	15.0
10.0	20.0	30.0
0.0	20.0	30.0
0.0	20.0	35.0
20.0	35.0	5.0
10.0	5.0	20.0
0.0	0.0	15.0
0.0	30.0	50.0
0.0	15.0	25.0
